geneID	patricID	transcriptID	function	bt_t04_A	bt_t04_B	bt_t04_C	bt_t12_A	bt_t12_B	bt_t12_C	bt_t36_A	bt_t36_B	bt_t36_C	btri_t12_btA	btri_t12_btB	btri_t12_btC	btri_t24_btA	btri_t24_btB	btri_t24_btC	btri_t36_btA	btri_t36_btB	btri_t36_btC	bt_t04_mucin_A	bt_t04_mucin_B	bt_t04_mucin_C	bt_t12_mucin_A	bt_t12_mucin_B	bt_t12_mucin_C	bt_t24_mucin_A	bt_t24_mucin_B	bt_t24_mucin_C	bt_t48_mucin_A	bt_t48_mucin_B	bt_t48_mucin_C	bt_t120_mucin_A	bt_t120_mucin_B	bt_t120_mucin_C	btri_bt_t06_mucinA	btri_bt_t06_mucinB	btri_bt_t06_mucinC	btri_bt_t12_mucinA	btri_bt_t12_mucinB	btri_bt_t12_mucinC	btri_bt_t24_mucinA	btri_bt_t24_mucinB	btri_bt_t24_mucinC	btri_bt_t48_mucinA	btri_bt_t48_mucinB	btri_bt_t48_mucinC	btri_bt_t120_mucinA	btri_bt_t120_mucinB	btri_bt_t120_mucinC
BT_3033	fig|226186.12.peg.3086	AAO78139	DNA topoisomerase IV subunit B (EC 5.99.1.3)	186.501202	147.412363	182.262627	197.490203	191.002485	209.055150	127.012436	128.495352	126.053579	149.576016	137.574828	156.781575	149.563109	148.361075	141.430830	40.386174	258.705136	212.222300	299.507602	317.638985	221.827763	159.882439	145.580498	165.742102	57.759256	82.583932	80.345939	110.870799	116.767803	121.773836	65.707737	76.228723	61.998349	270.359397	236.680526	253.747187	99.095081	113.108265	109.117043	108.046731	95.649570	96.111142	100.731818	95.610260	48.134274	56.553577	61.323716	64.905825
BT_3034	fig|226186.12.peg.3087	AAO78140	Phosphopantetheine adenylyltransferase (EC 2.7.7.3)	232.942739	231.233084	234.887882	266.795115	272.658220	281.834995	65.614980	46.476218	40.282101	375.455733	345.851792	453.595311	19.209164	42.412224	27.904151	5.195534	55.206859	55.647858	135.228578	275.220832	231.914077	250.697262	174.444958	247.618151	24.540351	26.303447	37.814095	23.389214	25.155339	38.661128	33.965402	44.539329	36.161026	225.973000	240.628449	234.895043	313.606238	381.003845	404.668979	46.895236	66.818940	49.724271	76.679580	48.005423	72.085061	28.939452	46.505722	31.358060
BT_3035	fig|226186.12.peg.3089	AAO78141	Carboxy-terminal processing protease	50.894620	43.921501	48.981545	44.756015	51.683419	47.654309	31.998059	30.187164	26.015808	45.482982	51.010465	68.238391	5.111938	11.384044	3.445733	9.667683	7.028387	4.383283	42.251368	77.330749	62.209796	42.504510	23.689803	31.793464	3.297596	6.526225	2.379201	18.975513	22.702262	25.206900	47.668903	47.455878	30.852899	67.488331	68.864032	69.521543	44.076870	52.730506	51.161978	7.369655	4.714715	3.337993	4.312806	5.882276	15.548831	25.269820	20.251796	18.755301
BT_3036	fig|226186.12.peg.3090	AAO78142	Putative outer membrane protein, probably involved in nutrient binding	8.524439	6.642906	9.408081	4.741573	5.886307	4.861725	5.575961	6.042208	10.320043	2.944499	3.289578	4.759286	1.714663	2.319266	2.010293	1.484342	2.833785	0.000000	2.467197	12.408996	9.584572	3.387571	1.929783	2.986089	3.245450	2.298978	2.103380	6.027371	5.224072	5.467761	9.023420	2.311244	5.334901	12.486522	11.018143	11.538548	3.341584	3.849411	4.055546	1.353897	1.263128	2.324466	4.962350	4.506854	2.603953	6.241958	5.557424	4.139079
BT_3037	fig|226186.12.peg.3091	AAO78143	RNA polymerase ECF-type sigma factor	212.662567	202.965767	207.428196	79.546710	72.638617	59.044160	23.583836	29.757828	12.410068	127.321039	108.577180	124.076685	16.043011	17.242847	12.606320	16.890843	21.200330	39.865050	151.288887	123.117224	220.830700	126.799556	136.928310	150.969048	34.784965	46.302473	40.141787	25.423021	29.905846	12.974334	11.477115	11.177017	9.147245	173.271233	245.422556	276.744938	129.331539	134.724075	123.053250	20.347975	15.737532	34.168058	34.793860	30.405222	0.000000	25.448984	26.118559	18.589308
BT_3038	fig|226186.12.peg.3092	AAO78144	Putative anti-sigma factor	31.696808	28.369869	29.297483	33.796046	30.393248	23.968200	24.012574	22.715315	17.604819	42.163562	32.413399	37.334063	11.268378	19.506583	18.891413	8.843033	20.755728	13.140030	79.665806	49.090822	38.392842	41.148256	53.511816	55.132325	10.789307	25.090230	14.554638	22.979562	29.891942	25.808016	3.961450	7.406719	13.826966	46.033034	42.692563	41.582215	23.377773	22.926101	18.650314	13.834779	5.825240	7.353520	6.245834	21.559013	16.032446	25.447423	13.835162	18.925581
BT_3039	""	AAO78145	""	62.738428	61.230093	65.505590	42.486296	46.525268	60.288047	14.885550	9.774777	10.155604	39.459046	55.580729	51.031394	3.481894	0.000000	0.000000	12.881992	10.292921	9.842097	55.090871	99.038020	69.146380	25.925159	24.585152	27.636342	1.656737	15.976932	15.677582	7.463517	3.620681	13.141792	0.000000	9.369323	3.984233	178.952475	133.375958	164.721055	49.329665	58.680523	68.312458	11.385808	18.314060	18.994526	20.533550	30.512570	0.000000	16.546134	18.950258	16.562434
BT_3040	fig|226186.12.peg.3094	AAO78146	Uncharacterized protein clustered with Type I restriction-modification system	33.507383	28.594804	27.991824	20.313674	25.654265	20.859417	3.526764	7.863039	9.912564	11.016418	10.287855	14.309645	7.879081	12.842147	3.995735	4.293008	7.809533	4.169031	11.982663	40.942514	27.948507	14.914265	7.912762	12.672833	3.214977	9.827720	8.015539	3.345738	7.731363	9.673886	6.982274	3.346538	7.109397	40.433734	31.926964	32.934890	21.691382	22.175780	22.050940	12.866553	13.974653	19.704398	2.683320	1.306492	0.000000	5.848864	6.700359	5.698657
BT_3041	fig|226186.12.peg.3095	AAO78147	Putative DNA-binding protein	25.763111	21.640921	23.521380	10.065991	11.936261	11.324561	7.085478	6.953427	8.784033	9.061294	9.024706	12.749221	10.692976	6.524596	32.690812	1.740059	18.589981	7.839965	39.436720	42.468726	37.009979	13.393370	11.628092	11.858964	3.373145	3.679629	5.520583	0.000000	3.998077	16.969464	31.361161	14.360561	27.890446	31.647232	36.333209	39.003417	6.700551	7.323040	8.389487	10.829499	10.934240	10.208922	0.524494	29.223582	0.000000	8.333120	18.572756	7.572527
BT_3042	fig|226186.12.peg.3096	AAO78148	RhuM	26.632486	26.995668	30.218424	15.055293	12.086703	9.060737	2.775751	0.000000	0.000000	14.538182	10.782565	14.307747	21.760255	11.591283	0.000000	7.629400	26.637391	34.662249	28.775019	28.796905	38.738474	20.518836	14.969394	13.156544	11.059615	7.725621	11.909539	32.748691	0.000000	15.193221	0.000000	9.729396	0.000000	49.923009	38.007879	40.200379	26.571003	16.928710	19.079352	8.564273	5.375444	15.614711	0.000000	0.000000	26.714691	0.000000	5.542568	0.000000
BT_3043	fig|226186.12.peg.3097	AAO78149	putative xylanase	7.507458	6.159140	6.633662	14.330390	15.340210	15.235216	30.711780	21.668017	16.261938	22.632993	24.992165	20.627091	20.400081	32.439162	48.815441	8.859834	16.532467	25.260285	22.421412	13.635512	11.395994	24.212011	27.244158	24.948418	25.749363	35.285204	20.092899	35.779418	36.268768	16.657657	14.295965	11.457675	6.886998	12.558161	13.200638	14.231900	8.628472	10.687138	8.901748	13.415708	7.837669	11.585787	8.027400	7.796890	19.961372	8.887040	4.455085	2.266890
BT_3044	fig|226186.12.peg.3099	AAO78150	hypothetical protein	1.169313	1.109473	1.000693	0.756935	1.182200	1.548242	6.148252	3.594973	11.513851	1.731970	1.464489	1.211410	13.534296	7.488373	9.172121	7.299152	23.833891	22.742174	0.996814	1.286202	1.217821	1.525213	1.533679	1.375556	6.872696	6.845119	7.305456	7.644026	16.077588	9.095432	9.598691	4.218856	0.000000	1.002047	1.161962	1.009198	0.965652	1.424545	1.333982	8.046759	10.485516	6.835631	30.281255	16.767443	13.274773	4.253488	6.703182	6.120912
BT_3045	fig|226186.12.peg.3100	AAO78151	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	1.493538	1.299665	1.184140	1.199744	1.272292	1.294395	0.000000	0.605391	0.740210	1.583505	1.874963	1.749354	2.340306	1.069053	0.000000	0.000000	0.442927	0.693663	1.248555	2.800263	2.332510	2.268947	1.071388	1.030674	0.589091	0.427123	0.541619	7.433218	2.232552	1.161647	0.000000	3.021610	0.000000	2.955979	2.434334	3.268621	0.753627	1.073890	0.998987	2.113109	1.270625	1.593872	2.264845	5.600791	0.000000	1.225307	1.638299	0.755008
BT_3046	fig|226186.12.peg.3101	AAO78152	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	0.980097	1.049030	0.973451	0.965101	0.554109	0.846240	0.944789	0.717027	0.000000	0.756344	0.916657	0.864811	1.033167	2.566279	0.000000	0.784804	1.042902	0.000000	0.533875	1.385205	1.119966	0.745899	0.588855	0.536023	1.104450	0.551503	0.922903	1.333762	0.053178	0.492655	0.000000	1.605232	1.135364	1.363537	1.316113	1.484113	0.608983	0.789712	0.905113	2.302571	2.593722	2.017690	0.581355	0.090298	1.477095	1.095947	0.356514	1.650582
BT_3047	fig|226186.12.peg.3102	AAO78153	hypothetical protein	1.694366	1.706541	1.644663	0.369438	0.218076	0.472928	0.951967	0.000000	0.000000	0.639340	1.013881	0.769013	4.251853	4.845158	2.567917	0.607906	1.372933	3.930903	0.405051	1.799843	1.799442	1.008396	0.336342	0.434810	3.856429	2.908722	4.756766	0.000000	0.000000	1.174377	0.000000	0.777411	0.000000	2.265033	2.343352	2.095563	0.996755	1.391736	1.002987	7.182299	11.507700	9.877883	0.000000	0.240381	0.000000	0.000000	2.022321	0.408061
BT_3048	fig|226186.12.peg.3104	AAO78154	hypothetical protein	1.347313	1.214010	1.183948	0.506724	0.611037	0.447525	0.954303	0.951921	0.048482	1.266650	1.789803	1.654085	1.589885	3.293711	0.000000	0.842904	2.200449	2.905336	0.492097	1.294742	1.278327	1.085088	1.254531	0.852791	2.033930	1.513679	2.924780	1.761042	0.803435	0.000000	3.144707	0.660589	0.000000	1.074873	1.393593	1.295496	1.072061	0.888411	1.227943	1.778026	3.324370	2.256956	0.424025	1.683866	0.000000	0.615533	2.074098	0.780782
BT_3049	fig|226186.12.peg.3105	AAO78155	Periplasmic ligand-binding sensor domain COG3292 / BaeS-type histidine kinase / OmpR-type DNA-binding response regulator	5.536772	4.886383	5.759697	4.774222	5.725324	4.709662	3.765060	5.249075	2.497945	4.537035	4.240545	5.035615	3.905330	6.252835	4.819753	1.638477	4.658560	3.342032	2.338496	5.036601	4.060182	4.069732	3.664006	4.293692	4.991041	4.814825	7.061794	3.538539	3.024103	5.991683	2.750871	1.260051	1.362872	7.504598	7.118493	6.962485	3.527317	3.437182	3.460605	5.473136	4.816472	5.721181	3.732069	7.966276	0.601424	2.842074	3.854501	1.595107
BT_3050	fig|226186.12.peg.3106	AAO78156	hypothetical protein	11.890584	8.950196	10.841011	0.288888	0.034415	0.425820	0.000000	1.123392	1.986615	1.218891	2.230856	1.723529	1.812646	9.464430	3.693333	0.886001	2.430925	0.000000	2.543807	7.631620	9.108470	1.191241	0.554849	0.744462	2.680973	1.747887	3.692488	0.000000	0.000000	0.000000	0.000000	0.736674	6.521503	8.819958	9.119451	10.005282	0.552448	0.689353	1.058217	0.796884	1.774025	1.203717	0.000000	8.725677	0.000000	0.425034	0.892823	0.392331
BT_3051	fig|226186.12.peg.3108	AAO78157	mucin-desulfating sulfatase	9.161418	10.423122	12.507023	12.408738	11.713819	13.047034	7.951205	6.899112	9.932410	12.256176	13.278674	13.464962	5.287488	10.537166	7.058973	3.302792	10.369438	2.451089	4.169381	11.531371	9.256934	14.216647	13.785872	15.559950	5.770433	8.820570	11.501268	4.600985	7.410923	9.667224	0.000000	7.403928	7.934176	15.742400	11.743669	11.605814	10.405436	11.411048	10.928300	5.679516	6.891047	9.676638	5.842395	6.027749	0.000000	3.536447	9.485605	7.834454
BT_3052	fig|226186.12.peg.3110	AAO78158	Transcriptional regulator, AraC family	115.342357	118.279617	131.933105	59.796462	53.801691	46.236645	13.301000	9.794423	16.196536	23.300655	19.786760	29.559833	18.595893	34.804379	13.619282	2.877853	8.968727	11.209085	25.328433	121.765886	116.798900	50.565630	24.935396	41.351141	36.757476	87.167440	62.048046	5.441710	4.992115	9.780857	0.000000	10.135774	12.230054	95.126331	97.462972	90.679395	36.902062	35.683238	37.123389	37.008560	34.611323	22.550171	16.430749	9.261586	0.000000	14.880925	9.560221	14.208215
BT_3053	fig|226186.12.peg.3111	AAO78159	Succinate dehydrogenase cytochrome b subunit	252.791183	217.119003	223.855495	335.005727	385.442696	419.849687	100.682999	106.204400	97.512317	119.758262	172.046433	198.354257	37.392369	78.255985	106.386567	64.311850	65.195696	100.708285	175.118494	378.166405	289.179983	275.873175	152.653011	181.595990	30.559392	49.883451	46.218163	68.440082	96.914923	89.716246	119.311208	75.199397	66.757347	587.745971	506.675148	529.136082	127.289324	162.710541	168.439474	32.465598	56.749690	41.322290	83.218173	26.331061	89.682811	63.876228	94.709978	75.283204
BT_3054	fig|226186.12.peg.3112	AAO78160	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	528.008221	466.506035	484.814455	619.892198	679.975367	797.501935	162.517942	143.549371	168.575050	492.073772	567.872640	590.907679	66.451701	99.375398	92.596662	40.169719	126.592712	110.792137	857.284289	958.817932	660.672298	681.304643	647.832431	693.988300	35.162079	44.347121	36.930228	150.184085	148.195064	172.453374	104.907798	97.608332	111.617156	1027.491660	912.073245	999.118687	213.383857	265.692395	265.333685	39.228197	46.785786	38.353455	70.212178	70.424686	73.945150	67.750380	65.545479	66.469025
BT_3055	fig|226186.12.peg.3113	AAO78161	Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1)	515.717981	445.450428	492.514054	348.670939	408.334494	521.084950	148.908665	118.195993	168.651711	201.764288	250.499855	310.818748	19.956848	83.082455	68.862160	30.759377	37.276405	86.690825	470.172911	781.497285	624.495274	299.672333	213.369021	254.129680	20.962859	29.049933	20.641162	111.418121	159.310840	199.919658	208.823744	162.341864	161.229546	724.762143	756.458255	814.810991	95.255616	119.222946	113.164929	16.694584	16.245585	17.910168	41.729841	39.873581	78.264415	109.417853	88.578868	69.391615
BT_3056	fig|226186.12.peg.3114	AAO78162	hypothetical protein	13.084808	13.693205	16.280783	1.913402	2.069696	2.041490	0.790378	0.939100	1.493782	1.598781	1.459739	2.067120	3.863773	0.000000	2.747306	1.540481	0.000000	0.000000	2.150439	8.277469	7.800505	3.063214	1.958799	1.659855	4.126119	2.779707	2.599221	0.000000	1.470056	2.821539	0.000000	0.368955	1.175318	9.691211	6.291889	5.897306	4.536065	3.482458	4.395769	7.675060	9.648511	14.161124	1.261892	0.000000	6.939194	1.056734	0.998201	0.727928
BT_3057	fig|226186.12.peg.3115	AAO78163	Arylsulfatase (EC 3.1.6.1)	19.088403	17.236293	20.740817	40.699419	46.169545	40.662515	41.425322	40.249221	29.106430	36.942935	41.113107	40.642722	143.696883	132.899066	106.636596	36.852372	75.207318	103.580827	14.791898	26.767616	22.335988	63.675078	55.610856	57.083086	48.646695	46.023868	59.593149	44.151844	37.416175	33.479970	50.237304	48.575815	52.176810	27.495151	25.093339	24.124481	22.189357	22.745013	23.271955	87.665676	122.995412	117.763604	133.479303	120.741791	102.501606	82.507535	69.703253	58.005199
BT_3058	fig|226186.12.peg.3117	AAO78164	Transcriptional regulator, AraC family	311.379995	273.448434	334.032548	90.283422	87.974519	68.031361	6.909405	9.435596	12.820680	34.984645	24.386114	29.693667	29.081381	73.307178	44.329266	51.659065	32.048460	19.297129	160.522663	183.776105	199.832519	57.673273	45.932975	60.255763	19.833428	40.634770	30.521540	9.468821	15.069858	9.044256	35.824007	11.759054	20.363689	219.511356	162.778619	141.677394	93.387434	91.022985	92.631384	43.898192	42.932547	45.105131	20.435135	14.219270	13.497697	19.872499	20.175024	15.915294
BT_3059	fig|226186.12.peg.3118	AAO78165	hypothetical protein	1.173770	1.138315	0.783167	0.545353	0.340316	1.082931	2.522233	0.617181	1.662286	0.510272	0.249959	0.389201	3.154701	2.954005	1.684837	11.219452	13.335288	7.349005	0.754582	1.369599	0.944207	0.351442	0.159222	0.451510	0.061624	0.542906	0.576233	0.000000	4.842832	11.002749	0.000000	8.377191	5.158868	1.024781	1.253639	0.939422	0.760617	0.543047	0.571831	1.018483	0.831529	1.188476	6.810292	3.793373	0.000000	6.022209	7.942894	6.979293
BT_3060	fig|226186.12.peg.3119	AAO78166	hypothetical protein	0.309855	0.128587	0.320754	0.841762	0.992513	1.006257	9.932608	7.997846	2.121849	0.687834	1.086426	0.740602	1.763561	2.134874	0.000000	0.000000	3.784481	0.000000	0.380599	0.296275	0.416832	1.105222	1.380185	1.160302	7.882183	7.012697	3.540315	2.376672	5.443490	3.417470	0.000000	1.574026	4.180793	0.235562	0.189211	0.321655	0.802759	0.737700	0.407882	6.459231	0.287939	0.988986	0.000000	0.000000	0.000000	1.364943	0.477957	0.000000
BT_3061	fig|226186.12.peg.3120	AAO78167	Immunoreactive 53 kDa antigen PG123	2.100086	1.931929	2.400903	3.547890	4.628977	5.818508	0.864406	1.707411	9.125613	9.256689	15.408114	11.420280	31.718690	61.914358	37.356514	0.395721	26.325596	24.393718	2.032713	4.183226	3.028730	8.930179	8.582451	7.760867	19.180057	15.506514	24.625055	0.000000	9.281125	1.999626	0.445454	3.000423	3.373195	3.058953	3.399381	3.740224	2.578664	3.498274	3.628337	10.028368	8.269198	14.323823	9.626116	7.129564	7.297396	1.717109	0.159005	2.364123
BT_3062	fig|226186.12.peg.3121	AAO78168	hypothetical protein	5.163732	5.357206	5.768327	0.444857	0.165744	0.864252	0.000000	8.078964	0.000000	1.005703	2.348033	1.939894	3.351790	0.000000	9.467334	2.203981	0.000000	0.000000	0.992173	2.422708	6.159768	0.690317	0.000000	0.784891	0.160058	1.554028	6.999316	0.000000	7.153683	0.000000	0.000000	20.194413	0.000000	4.579814	10.007122	9.124252	2.041239	0.971263	0.964620	5.320102	0.990716	7.132114	0.000000	0.000000	16.063707	11.432781	22.051831	15.779732
BT_3063	""	AAO78169	""	0.000000	0.120751	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.417274	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.461275	0.000000	0.000000	0.000000	5.830929	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
BT_3064	""	AAO78170	""	2672.686039	2226.702966	2865.983426	1150.179985	1141.197569	1328.585696	3738.055396	3870.728820	3644.760787	3696.293296	2343.083582	3015.631414	1141.014690	2213.746088	2507.502837	4979.488482	2247.501651	1008.599075	2598.576349	1715.407943	3769.503030	2116.398307	2267.272233	2528.676097	3584.200065	6400.265230	3761.153158	5960.662148	6323.781006	5868.505583	2336.482319	2739.458574	2372.199465	1596.381647	2983.556940	3018.964448	1677.237307	2068.416545	2342.284911	1749.914678	683.411529	993.991525	1708.305100	1597.346651	1851.912069	2224.941265	2440.966525	2896.627486
BT_3065	fig|226186.12.peg.3123	AAO78171	alpha-galactosidase (EC 3.2.1.22)	10.649638	11.613637	15.828025	2.960727	1.431406	2.270900	6.430248	5.866915	2.452563	5.515736	5.530469	6.055867	4.389289	4.214245	7.300964	1.386025	8.684988	1.269126	3.887559	9.616978	7.489240	3.748959	2.596088	2.605108	3.712065	3.632376	3.908867	2.641696	5.570819	2.559671	5.153277	4.226790	4.796367	15.418884	11.602954	13.044850	3.288296	3.361149	4.381610	5.775381	2.838672	7.317748	3.924244	8.250419	0.000000	3.573819	0.915534	2.054643
BT_3066	fig|226186.12.peg.3124	AAO78172	hypothetical protein	225.651920	176.847409	204.599493	109.991186	99.642603	84.705685	193.782936	224.565192	141.085589	351.863941	303.528898	259.358096	158.664362	433.026593	380.382363	81.925856	202.713508	112.603719	829.854373	380.155076	308.717726	125.488632	147.394057	162.915615	96.410029	244.748663	108.887586	219.677256	238.031894	213.186361	33.159351	40.160993	47.009122	406.568080	401.726641	409.639924	68.610763	88.544869	76.454854	92.336029	11.068777	31.288789	21.117610	51.716689	15.721475	51.745214	37.363335	52.641095
BT_3067	fig|226186.12.peg.3125	AAO78173	hypothetical protein	23.902031	20.290897	22.709668	1.911341	2.072469	2.025645	2.293471	0.336684	3.571527	4.089110	4.882801	5.244761	1.766798	1.782724	0.000000	1.076300	0.000000	4.794864	18.932004	38.057929	25.443227	1.765003	0.801180	1.044424	1.171581	0.000000	0.217307	0.000000	0.879775	2.624682	10.015165	2.096193	3.046674	38.597569	34.138896	33.699632	1.192783	1.670235	1.845067	0.000000	0.782272	1.117693	2.809736	11.208160	4.952609	2.030949	1.399446	5.787936
BT_3069	fig|226186.12.peg.3127	AAO78175	putative disulphide-isomerase	26.723521	20.913408	28.319331	10.174325	10.148082	8.234309	2.214639	1.105150	0.000000	11.713001	16.444334	15.575773	2.419060	1.633031	5.592004	1.740864	5.389232	12.258232	14.273337	37.414927	32.317783	9.872158	5.458990	5.034037	2.453445	1.452714	3.077811	2.294896	1.585577	4.611355	0.000000	3.617966	2.112888	40.124673	36.795040	41.817004	7.627739	8.987531	8.699432	4.226760	3.581628	4.157920	7.825177	8.325959	13.116997	5.904037	2.119830	6.847659
BT_3070	fig|226186.12.peg.3128	AAO78176	Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	47.070504	39.457290	44.347405	22.110624	23.512324	26.776072	6.195098	0.986820	4.160217	20.226709	22.107279	28.787699	2.920871	2.392469	2.978060	3.288642	12.043604	0.000000	34.376244	75.163700	53.587564	14.152718	9.913640	12.506454	0.707889	1.473505	1.272525	2.734254	0.000000	0.244193	0.000000	3.233260	2.060396	73.149377	77.211844	86.416570	16.560298	18.337782	18.470103	1.090161	0.380647	1.039695	6.971566	5.770020	7.664697	2.602428	3.708231	1.882789
BT_3071	fig|226186.12.peg.3129	AAO78177	Thioesterase family protein	117.171043	93.112122	119.273933	102.008971	110.258384	81.772975	21.769458	45.379287	43.049101	107.882570	163.108150	189.413872	37.767555	35.942755	51.326764	16.459136	41.124107	123.917228	71.383178	229.962460	188.107245	105.656208	58.166246	53.736866	12.209083	14.649350	11.784293	4.476643	31.216674	19.103333	20.516971	5.767590	21.889802	223.544703	220.314639	244.793426	45.673802	63.078061	64.393266	28.154138	35.108820	25.118268	88.825160	31.371324	22.973645	2.039421	6.476640	21.424327
BT_3072	fig|226186.12.peg.3130	AAO78178	U32 family peptidase BT3072, annotated as collagenase	345.395708	305.204889	318.308511	251.219306	294.102752	258.617225	87.375075	104.130450	69.879244	477.178486	739.838981	547.125063	327.660597	364.677885	432.745790	40.077263	251.841875	280.583963	664.705718	595.429570	490.086801	537.671251	549.785850	414.092544	166.422660	105.899420	118.409226	130.281111	90.911639	72.792720	16.393470	32.388244	25.535470	582.784025	559.101643	620.534512	168.508875	205.953612	200.936439	240.047805	166.931777	167.573596	210.751165	174.542466	143.962482	26.921095	12.492297	19.914038
BT_3073	fig|226186.12.peg.3131	AAO78179	tRNA-dihydrouridine synthase DusB	166.532756	136.005505	172.150082	18.695631	22.570881	18.985166	13.498890	9.539742	8.721882	58.300682	62.228825	70.141340	16.645790	12.750261	28.541505	10.021969	9.105667	14.881465	60.747674	160.616503	267.787296	54.020160	43.021100	43.584366	18.187714	34.385198	35.851266	15.493884	11.936233	7.264758	28.738279	14.844693	10.596655	171.689241	266.157256	280.524671	41.006197	45.564325	46.829790	12.649029	16.970046	18.269982	6.092661	16.166316	11.384463	16.976525	22.214004	15.533624
BT_3074	fig|226186.12.peg.3132	AAO78180	hypothetical protein	116.048536	96.307787	111.532306	44.672632	49.832529	49.516775	15.453030	16.351599	13.447857	45.563982	50.598716	57.889007	33.754336	50.579958	31.819481	24.054401	40.074700	39.780005	102.806827	143.587592	140.759960	74.178299	73.644570	59.007912	22.570252	21.783213	34.495610	8.676530	19.786930	26.148182	5.569978	9.331201	11.738705	174.529380	155.585819	159.369686	36.142690	39.001178	39.136671	27.332402	25.013757	33.474790	35.625635	43.279360	18.382518	16.009685	6.696172	8.042782
BT_3075	fig|226186.12.peg.3134	AAO78181	Nucleoside-diphosphate-sugar epimerase	95.785527	88.381568	101.164003	41.138176	44.337034	44.299398	8.839523	9.726036	11.470450	23.684036	25.228648	30.448025	14.929780	13.910860	9.965839	10.160278	13.800811	12.155045	58.510375	111.466352	94.808849	40.822747	31.794817	34.200133	15.958321	21.002791	20.631206	20.500896	20.466909	19.555142	9.409047	8.980912	7.185758	116.878858	104.038645	110.464067	34.368119	31.344427	33.980197	18.772071	24.628200	20.443446	14.932310	8.259150	7.748170	13.708069	12.278555	11.897016
BT_3076	fig|226186.12.peg.3135	AAO78182	hypothetical protein	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.434924	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
BT_3077	fig|226186.12.peg.3136	AAO78183	3'-to-5' exoribonuclease RNase R	65.982236	56.747670	67.322156	109.504607	136.218497	124.350672	24.228896	27.225073	48.023780	57.132921	72.366334	98.025008	27.304942	34.829466	19.581954	3.072444	24.993685	22.837591	16.123333	90.342526	62.832323	62.758558	21.885668	31.891004	18.369844	23.049878	29.167360	22.401432	20.838137	33.418198	10.952776	31.953857	34.274489	102.451084	91.064284	93.741729	58.823194	68.915897	69.403919	27.432144	29.278932	32.237878	4.984342	9.255061	26.112946	16.696950	18.181110	17.955783
BT_3078	""	AAO78184	""	43.130636	37.650835	36.010093	22.980869	33.281004	25.311557	5.310953	9.798101	0.000000	19.118979	12.807830	22.693937	7.180297	11.847429	4.647223	1.649863	0.000000	45.294289	29.841346	53.172787	45.942701	16.268614	14.631336	21.390913	1.021503	0.551406	0.398800	13.074495	12.614658	14.569817	50.244571	31.715427	2.672374	48.246157	43.139059	50.480550	16.669548	20.265731	17.662070	2.141282	0.000000	14.466041	0.000000	38.786199	0.000000	4.931866	19.823521	7.587070
BT_3079	fig|226186.12.peg.3138	AAO78185	hypothetical protein	118.266870	112.485767	119.746557	125.162956	114.179017	130.228704	15.078699	23.820641	8.508893	82.377077	87.861425	102.446570	10.602186	16.242049	14.784259	10.598138	13.536394	13.874363	119.774460	169.462394	124.516496	110.307296	88.605191	89.659754	10.429837	8.615100	7.401538	27.079164	18.692632	16.649033	27.339531	19.980967	28.319713	173.355198	144.813248	155.992789	151.512848	160.409587	174.636463	11.338487	10.613872	14.377429	26.238043	26.142110	7.897602	13.286557	7.041103	15.338759
BT_3080	fig|226186.12.peg.3139	AAO78186	Cysteine synthase (EC 2.5.1.47)	7208.055170	6162.705342	6674.955181	15518.232574	15886.029790	18959.925330	3620.340354	3573.065577	3309.261973	27341.305124	31515.420907	27392.086110	1564.673476	1674.005428	1757.235926	942.024284	2145.935032	1923.424757	12291.348717	10173.968819	10020.544980	30998.694620	29662.001528	28348.191701	2532.843046	3105.907324	2566.254359	4634.369909	4894.558610	4111.812890	3187.061082	2620.667675	2581.418536	9745.803219	11225.725982	12228.757209	12642.323822	15023.159002	14714.010893	1440.579219	928.519188	1142.927333	1592.921293	1522.678079	1617.949800	583.091678	516.704158	704.442806
